"incident_id","operation_name","incident_title","date","incident_type","strike_type","confirmed","origin_lat","origin_lng","origin_label","origin_sublabel","target_lat","target_lng","target_label","target_sublabel","summary","target_type","platform_or_unit","result_outcome","tags","source_type","is_retaliation","is_covert","is_first_use","disputed"
"tw-20250619195003-israel-12dayw","12-Day War (IDF)","Israel estimates that Iran launched over 200 drones and 450 missiles over the…","Jun 19, 2025","strike","missile","FALSE","31.9","34.8","Israel (IAF)","Israeli Air Force bases","31.5","34.9","Israel","","Israel estimates that Iran launched over 200 drones and 450 missiles over the past eight days","Drone / UAV","UAV / Drone","","12-DAY-WAR-(IDF);IL;IRAN;ISRAEL;MISSILE","enriched","FALSE","FALSE","FALSE","FALSE"
"tw-20250619201002-iran-iranre","Iran Retaliation","New Iranian missile attack","Jun 19, 2025","strike","missile","FALSE","32.0","53.0","Iran / Proxy Forces","IRGC launch sites","32.0","53.0","Iran","","New Iranian missile attack, reports of impacts in parts of Israel.","Naval facility","Ballistic / Cruise Missile","","IR;IRAN;IRAN-RETALIATION;MISSILE","enriched","FALSE","FALSE","FALSE","TRUE"
"tw-20250619210002-beer-sheva-12dayw","12-Day War (IDF)","Closure of train station in Beersheba in southern Israel due to Iranian missile…","Jun 19, 2025","strike","missile","FALSE","31.9","34.8","Israel (IAF)","Israeli Air Force bases","31.25","34.79","Beer Sheva","","Closure of train station in Beersheba in southern Israel due to Iranian missile attack","Area / Infrastructure","Ballistic / Cruise Missile","","12-DAY-WAR-(IDF);BEER-SHEVA;IL;ISRAEL;MISSILE","enriched","FALSE","FALSE","FALSE","FALSE"
"tw-20250619221002-iran-iranre","Iran Retaliation","Six people injured in latest Iranian missile attack on southern Israel","Jun 19, 2025","strike","missile","FALSE","32.0","53.0","Iran / Proxy Forces","IRGC launch sites","32.0","53.0","Iran","","Six people injured in latest Iranian missile attack on southern Israel","Area / Infrastructure","Ballistic / Cruise Missile","","IR;IRAN;IRAN-RETALIATION;ISRAEL;MISSILE","enriched","FALSE","FALSE","FALSE","FALSE"
"tw-20250619224003-russia-unk","Independent Actions","Russia says reports of US possibly using tactical nuclear weapons in Iran is…","Jun 19, 2025","strike","nuclear","FALSE","","","","","61.52","105.32","Russia","","Russia says reports of US possibly using tactical nuclear weapons in Iran is speculation, but would be a 'catastrophic development'.","Nuclear facility","Strike Aircraft / Cruise Missile","","IRAN;NUCLEAR;RU;RUSSIA;US","enriched","FALSE","FALSE","FALSE","TRUE"
"tw-20250619231002-israel-12dayw","12-Day War (IDF)","At least 657 dead and 2,037 injured in Israeli strikes on Iran","Jun 19, 2025","strike","strike","FALSE","31.9","34.8","Israel (IAF)","Israeli Air Force bases","31.5","34.9","Israel","","At least 657 dead and 2,037 injured in Israeli strikes on Iran, according to US-based Human Rights Activists News Agency.","Military target","","","12-DAY-WAR-(IDF);IL;ISRAEL;STRIKE","enriched","FALSE","FALSE","FALSE","FALSE"
"tw-20250620001002-israel-unk","Independent Actions","Iran's foreign minister says the country is not prepared for any talks while…","Jun 20, 2025","strike","strike","FALSE","","","","","31.5","34.9","Israel","","Iran's foreign minister says the country is not prepared for any talks while Israeli strikes continue","Military target","","","IL;IRAN;ISRAEL;STRIKE","enriched","FALSE","FALSE","FALSE","FALSE"
"tw-20250620014002-iran-unk","Independent Actions","Iran's foreign minister says that the country's ballistic missile program is not…","Jun 20, 2025","strike","missile","FALSE","","","","","32.0","53.0","Iran","","Iran's foreign minister says that the country's ballistic missile program is not negotiable","Area / Infrastructure","Ballistic / Cruise Missile","","IR;IRAN;MISSILE","enriched","FALSE","FALSE","FALSE","FALSE"
"tw-20250620024004-iran-12dayw","12-Day War (IDF)","Israel's defense minister says he has instructed the military to intensify…","Jun 20, 2025","strike","strike","FALSE","31.9","34.8","Israel (IAF)","Israeli Air Force bases","32.0","53.0","Iran","","Israel's defense minister says he has instructed the military to intensify strikes on Iranian government targets, in an attempt to 'destabilize' the regime.","Military target","","","12-DAY-WAR-(IDF);IR;IRAN;ISRAEL;STRIKE","enriched","FALSE","FALSE","FALSE","FALSE"
"tw-20250620024004-iran-12dayw-1","12-Day War (IDF)","Israel's defense minister says his country must strike all symbols of the Iranian…","Jun 20, 2025","strike","strike","FALSE","31.9","34.8","Israel (IAF)","Israeli Air Force bases","32.0","53.0","Iran","","Israel's defense minister says his country must strike all symbols of the Iranian regime, its 'mechanisms of oppression' and the 'base of regime power', as well as bring about a 'mass evacuation of th","Military target","","","12-DAY-WAR-(IDF);IR;IRAN;ISRAEL;STRIKE","enriched","FALSE","FALSE","FALSE","FALSE"
"tw-20250620045002-israel-12dayw","12-Day War (IDF)","Israeli military says it is attacking military infrastructure in western and…","Jun 20, 2025","strike","strike","FALSE","31.9","34.8","Israel (IAF)","Israeli Air Force bases","31.5","34.9","Israel","","Israeli military says it is attacking military infrastructure in western and central Iran","Military target","","","12-DAY-WAR-(IDF);IL;IRAN;ISRAEL;STRIKE","enriched","FALSE","FALSE","FALSE","FALSE"
"tw-20250620055003-israel-iranre","Iran Retaliation","Iran launches new wave of missiles at Israel","Jun 20, 2025","strike","missile","FALSE","32.0","53.0","Iran / Proxy Forces","IRGC launch sites","31.5","34.9","Israel","","Iran launches new wave of missiles at Israel","Area / Infrastructure","Ballistic / Cruise Missile","","IL;IRAN;IRAN-RETALIATION;ISRAEL;MISSILE","enriched","FALSE","FALSE","FALSE","FALSE"
"tw-20250620055003-jerusalem-unk","Independent Actions","Reports of blasts near Tel Aviv and Jerusalem","Jun 20, 2025","strike","strike","FALSE","","","","","31.78","35.22","Jerusalem","","Reports of blasts near Tel Aviv and Jerusalem","Naval facility","","","IL;JERUSALEM;STRIKE","enriched","FALSE","FALSE","FALSE","TRUE"
"tw-20250620060002-iran-iranre","Iran Retaliation","Large impact from Iranian ballistic missile launch on Haifa","Jun 20, 2025","strike","missile","FALSE","32.0","53.0","Iran / Proxy Forces","IRGC launch sites","32.0","53.0","Iran","","Large impact from Iranian ballistic missile launch on Haifa, northern Israel","Area / Infrastructure","Ballistic / Cruise Missile","","IR;IRAN;IRAN-RETALIATION;ISRAEL;MISSILE","enriched","FALSE","FALSE","FALSE","FALSE"
"tw-20250620060002-iran-unk","Independent Actions","Three impacts from latest Iranian ballistic missile attack","Jun 20, 2025","strike","missile","FALSE","","","","","32.0","53.0","Iran","","Three impacts from latest Iranian ballistic missile attack","Area / Infrastructure","Ballistic / Cruise Missile","","IR;IRAN;MISSILE","enriched","FALSE","FALSE","FALSE","FALSE"
"tw-20250620143002-iran-unk","Independent Actions","Iranian health ministry says that around 400 people have been killed and 3000…","Jun 20, 2025","strike","strike","FALSE","","","","","32.0","53.0","Iran","","Iranian health ministry says that around 400 people have been killed and 3000 injured in Israeli strikes so far","Military target","","","IR;IRAN;STRIKE","enriched","FALSE","FALSE","FALSE","FALSE"
"tw-20250620145002-iran-unk","Independent Actions","US Director of National Intelligence Tulsi Gabbard blames media for taking her…","Jun 20, 2025","strike","nuclear","FALSE","","","","","32.0","53.0","Iran","","US Director of National Intelligence Tulsi Gabbard blames media for taking her testimony out of context, says 'America has intelligence that Iran is at the point that it can produce a nuclear weapon w","Nuclear facility","Strike Aircraft / Cruise Missile","","IR;IRAN;NUCLEAR;US","enriched","FALSE","FALSE","FALSE","FALSE"
"tw-20250620151002-israel-12dayw","12-Day War (IDF)","BREKAING: Israel's foreign minister says his country delayed Iran's development…","Jun 20, 2025","strike","nuclear","FALSE","31.9","34.8","Israel (IAF)","Israeli Air Force bases","31.5","34.9","Israel","","BREKAING: Israel's foreign minister says his country delayed Iran's development of a nuclear weapon by at least two to three years","Nuclear facility","Strike Aircraft / Cruise Missile","","12-DAY-WAR-(IDF);IL;IRAN;ISRAEL;NUCLEAR","enriched","FALSE","FALSE","FALSE","FALSE"
"tw-20250620165002-iran-iranre","Iran Retaliation","New Iranian missile launch at Israel","Jun 20, 2025","strike","missile","FALSE","32.0","53.0","Iran / Proxy Forces","IRGC launch sites","32.0","53.0","Iran","","New Iranian missile launch at Israel","Area / Infrastructure","Ballistic / Cruise Missile","","IR;IRAN;IRAN-RETALIATION;ISRAEL;MISSILE","enriched","FALSE","FALSE","FALSE","FALSE"
"tw-20250620165002-tel-aviv-unk","Independent Actions","Loud blasts heard over Tel Aviv","Jun 20, 2025","strike","strike","FALSE","","","","","32.08","34.78","Tel Aviv","","Loud blasts heard over Tel Aviv","Air defense / TEL","","","IL;STRIKE;TEL-AVIV","enriched","FALSE","FALSE","FALSE","FALSE"
"tw-20250620173004-iran-12dayw","12-Day War (IDF)","Israel starts strikes against Iranian missile storage and launching sites","Jun 20, 2025","strike","missile","FALSE","31.9","34.8","Israel (IAF)","Israeli Air Force bases","32.0","53.0","Iran","","Israel starts strikes against Iranian missile storage and launching sites","Area / Infrastructure","Ballistic / Cruise Missile","","12-DAY-WAR-(IDF);IR;IRAN;ISRAEL;MISSILE","enriched","FALSE","FALSE","FALSE","FALSE"
"tw-20250620202002-iran-12dayw","12-Day War (IDF)","Israeli military says it has killed Aminpour Joudaki","Jun 20, 2025","strike","drone","FALSE","31.9","34.8","Israel (IAF)","Israeli Air Force bases","32.0","53.0","Iran","","Israeli military says it has killed Aminpour Joudaki, commander of an Iranian drone brigade.","Military base / C2","UAV / Drone","","12-DAY-WAR-(IDF);DRONE;IR;IRAN","enriched","FALSE","FALSE","FALSE","FALSE"
"tw-20250620230003-isfahan-12dayw","12-Day War (IDF)","Israeli military says it attacked nuclear facility at Isfahan","Jun 20, 2025","strike","nuclear","FALSE","31.9","34.8","Israel (IAF)","Israeli Air Force bases","32.66","51.68","Isfahan","","Israeli military says it attacked nuclear facility at Isfahan, Iran.","Nuclear facility","Strike Aircraft / Cruise Missile","","12-DAY-WAR-(IDF);IR;ISFAHAN;NUCLEAR","enriched","FALSE","FALSE","FALSE","FALSE"
"tw-20250621002002-israel-unk","Independent Actions","Israeli Navy targeted Hezbollah elite forces site overnight","Jun 21, 2025","strike","naval","FALSE","","","","","31.5","34.9","Israel","","Israeli Navy targeted Hezbollah elite forces site overnight","Military target","Naval Vessel","","HEZBOLLAH;IL;ISRAEL;NAVAL","enriched","FALSE","FALSE","FALSE","FALSE"
"tw-20250621025002-iran-12dayw","12-Day War (IDF)","Israeli media reports that the military has killed 17 Iranian nuclear scientists…","Jun 21, 2025","strike","nuclear","FALSE","31.9","34.8","Israel (IAF)","Israeli Air Force bases","32.0","53.0","Iran","","Israeli media reports that the military has killed 17 Iranian nuclear scientists so far","Nuclear facility","Strike Aircraft / Cruise Missile","","12-DAY-WAR-(IDF);IR;IRAN;NUCLEAR","enriched","FALSE","FALSE","FALSE","FALSE"
"tw-20250621031003-iran-unk","Independent Actions","Iran's foreign minister says that US involvement in strikes on his country would…","Jun 21, 2025","strike","strike","FALSE","","","","","32.0","53.0","Iran","","Iran's foreign minister says that US involvement in strikes on his country would be 'extremely dangerous'","Military target","","","IR;IRAN;STRIKE;US","enriched","FALSE","FALSE","FALSE","FALSE"
"tw-20250621034002-israel-12dayw","12-Day War (IDF)","Israeli military says its fighter jets operate freely in western Iran","Jun 21, 2025","strike","fighter","FALSE","31.9","34.8","Israel (IAF)","Israeli Air Force bases","31.5","34.9","Israel","","Israeli military says its fighter jets operate freely in western Iran","Military target","Multi-role Fighter Aircraft","","12-DAY-WAR-(IDF);FIGHTER;IL;IRAN;ISRAEL","enriched","FALSE","FALSE","FALSE","FALSE"
"tw-20250621035003-iran-12dayw","12-Day War (IDF)","Israeli military says it shot down 40 Iranian drones overnight","Jun 21, 2025","economic","drone","FALSE","31.9","34.8","Israel (IAF)","Israeli Air Force bases","32.0","53.0","Iran","","Israeli military says it shot down 40 Iranian drones overnight","Drone / UAV","UAV / Drone","","12-DAY-WAR-(IDF);DRONE;IR;IRAN","enriched","FALSE","FALSE","FALSE","FALSE"
"tw-20250621050005-tehran-opepic","Op. Epic Fury","Large wave of Israeli strikes on targets in Tehran","Jun 21, 2025","strike","strike","FALSE","-7.32","72.42","Diego Garcia BIOT","US/UK forward base","35.69","51.39","Tehran","","Large wave of Israeli strikes on targets in Tehran","Military target","","","IR;OP-EPIC-FURY;STRIKE;TEHRAN","enriched","FALSE","FALSE","FALSE","FALSE"
"tw-20250621131002-iran-12dayw","12-Day War (IDF)","Israeli military destroyed three Iranian F-14 Tomcats","Jun 21, 2025","strike","strike","FALSE","31.9","34.8","Israel (IAF)","Israeli Air Force bases","32.0","53.0","Iran","","Israeli military destroyed three Iranian F-14 Tomcats","Military target","","","12-DAY-WAR-(IDF);IR;IRAN;STRIKE","enriched","FALSE","FALSE","FALSE","FALSE"
"tw-20250621141004-iran-unk","Independent Actions","Large wave of Iranian drones launched towards Israel","Jun 21, 2025","strike","drone","FALSE","","","","","32.0","53.0","Iran","","Large wave of Iranian drones launched towards Israel","Drone / UAV","UAV / Drone","","DRONE;IR;IRAN;ISRAEL","enriched","FALSE","FALSE","FALSE","FALSE"
"tw-20250621143004-iran-unk","Independent Actions","Iranian military's chief of staff says his country will 'not surrender' and…","Jun 21, 2025","strike","strike","FALSE","","","","","32.0","53.0","Iran","","Iranian military's chief of staff says his country will 'not surrender' and Israel will 'regret' its attack","Military target","","","IR;IRAN;ISRAEL;STRIKE","enriched","FALSE","FALSE","FALSE","FALSE"
"tw-20250621154004-tabriz-unk","Independent Actions","Large blast in Tabriz","Jun 21, 2025","strike","strike","FALSE","","","","","38.08","46.29","Tabriz","","Large blast in Tabriz, Iran","Military target","","","IR;IRAN;STRIKE;TABRIZ","enriched","FALSE","FALSE","FALSE","FALSE"
"tw-20250621160002-tehran-opepic","Op. Epic Fury","Large blasts in eastern Tehran amid ongoing Israeli strikes","Jun 21, 2025","strike","strike","FALSE","-7.32","72.42","Diego Garcia BIOT","US/UK forward base","35.69","51.39","Tehran","","Large blasts in eastern Tehran amid ongoing Israeli strikes","Military target","","","IR;OP-EPIC-FURY;STRIKE;TEHRAN","enriched","FALSE","FALSE","FALSE","FALSE"
"tw-20250621165002-iran-unk","Independent Actions","THE US HAS COMPLETED BOMBING OF IRAN NUCLEAR SITES","Jun 21, 2025","strike","nuclear","FALSE","","","","","32.0","53.0","Iran","","THE US HAS COMPLETED BOMBING OF IRAN NUCLEAR SITES","Nuclear facility","Strike Aircraft / Cruise Missile","","IR;IRAN;NUCLEAR;US","enriched","FALSE","FALSE","FALSE","FALSE"
"tw-20250621170002-israel-12dayw","12-Day War (IDF)","Axios reports that the US informed Israel in advance about the attack in Iran","Jun 21, 2025","strike","strike","FALSE","31.9","34.8","Israel (IAF)","Israeli Air Force bases","31.5","34.9","Israel","","Axios reports that the US informed Israel in advance about the attack in Iran","Naval facility","","","12-DAY-WAR-(IDF);IL;IRAN;ISRAEL;STRIKE;US","enriched","FALSE","FALSE","FALSE","FALSE"
"tw-20250621170003-iran-unk","Independent Actions","Trump says US has bombed nuclear sites in Iran","Jun 21, 2025","strike","nuclear","FALSE","","","","","32.0","53.0","Iran","","Trump says US has bombed nuclear sites in Iran","Nuclear facility","Strike Aircraft / Cruise Missile","","IR;IRAN;NUCLEAR;US","enriched","FALSE","FALSE","FALSE","FALSE"
